name	first_year	episode_name	season	episode_number	star_1	star_2	star_3	star_4	star_5	star_6	star_7	star_8	star_9	star_10
American Pickers 2010	2010	Art of the Deal	2	1	0	0	0	0	0	2	4	2	0	0
American Pickers 2010	2010	Automotive Archaeology	3	10	1	0	0	0	0	1	0	1	0	1
American Pickers 2010	2010	Back Breaker	1	5	0	0	0	0	0	3	4	3	0	0
American Pickers 2010	2010	Big Bear	1	1	0	0	2	0	0	2	6	2	2	2
American Pickers 2010	2010	Bigfoot in Alabama	1	10	0	0	0	0	0	2	4	2	0	0
American Pickers 2010	2010	Buddy_s Booby Trap	2	2	0	0	0	0	0	3	5	2	0	0
American Pickers 2010	2010	California Dreamin_	2	24	1	0	0	1	0	1	3	1	0	0
American Pickers 2010	2010	Civil War Pickings	3	1	1	0	0	0	1	1	0	1	0	1
American Pickers 2010	2010	Danielle Goes Picking	2	15	1	0	0	0	0	1	1	1	1	1
American Pickers 2010	2010	Easy Riders	2	6	0	0	0	0	0	4	4	1	0	0
American Pickers 2010	2010	Fairlane Fever	2	17	0	0	0	0	0	0	2	2	0	0
American Pickers 2010	2010	Fast Eddie	3	17	1	0	0	1	0	1	0	1	0	0
American Pickers 2010	2010	Fill_er Up	1	12	0	0	0	0	0	2	3	2	2	0
American Pickers 2010	2010	Frank Flips	2	11	1	0	0	0	0	1	3	2	0	0
American Pickers 2010	2010	Frank_s Big Shot	2	25	1	0	0	0	1	1	1	2	0	0
American Pickers 2010	2010	Frank_s Dog Days	3	21	1	0	0	0	0	3	1	1	0	0
American Pickers 2010	2010	Frank_s Gamble	1	7	0	0	0	0	0	0	6	3	0	2
American Pickers 2010	2010	Frank_s Pacemaker	3	8	1	0	0	0	1	1	0	1	0	1
American Pickers 2010	2010	Getting the Boot	2	5	0	0	0	0	0	1	4	1	1	0
American Pickers 2010	2010	Gordon_s Gold Mine	2	3	0	0	0	0	0	3	1	1	3	0
American Pickers 2010	2010	Hobo Jack	2	9	1	0	0	0	0	1	3	2	0	1
American Pickers 2010	2010	Invisible Pump	1	4	0	0	0	0	0	3	3	3	2	0
American Pickers 2010	2010	Jurassic Pick	3	13	1	0	0	0	1	1	0	1	0	0
American Pickers 2010	2010	Keep Out_	2	21	1	0	0	0	1	1	1	1	0	0
American Pickers 2010	2010	Know When to Fold	1	9	0	0	0	0	0	3	4	1	1	0
American Pickers 2010	2010	Laurel and Hardy	2	10	0	0	0	0	0	0	5	3	0	0
American Pickers 2010	2010	Leland_s Cafe	1	11	0	0	0	0	0	2	3	3	2	0
American Pickers 2010	2010	Mike_s Breakdown	2	12	1	0	0	0	1	1	1	1	1	0
American Pickers 2010	2010	Mole Man	1	6	0	0	0	0	0	1	3	4	3	0
American Pickers 2010	2010	Motor City	3	11	0	0	0	0	0	0	0	2	0	0
American Pickers 2010	2010	NASCAR Challenge	2	26	1	0	0	0	1	0	2	1	1	1
American Pickers 2010	2010	Not So Cheap Thrills	3	14	1	0	0	1	0	0	1	1	0	1
American Pickers 2010	2010	One Pony Town	2	8	0	0	0	0	0	1	7	0	0	0
American Pickers 2010	2010	Picker Man Blues	3	20	0	0	0	0	0	2	0	0	0	0
American Pickers 2010	2010	Pinball Mania	3	7	1	0	0	0	1	1	0	1	0	0
American Pickers 2010	2010	Pint_Sized Picker	2	13	1	0	0	0	1	0	4	1	0	0
American Pickers 2010	2010	Psychic Pickings	2	7	1	0	0	0	0	1	3	1	1	0
American Pickers 2010	2010	Smooth Operators	2	4	0	0	0	0	0	1	6	0	1	0
American Pickers 2010	2010	Super Scooter	1	2	0	0	0	0	0	2	4	3	0	2
American Pickers 2010	2010	The Emu Chase	2	20	0	0	0	0	1	1	1	4	0	0
American Pickers 2010	2010	The Pick_ the Pawn_ _ the Polish	3	4	0	0	0	0	0	0	2	0	0	0
American Pickers 2010	2010	The Possum Trot	2	23	0	0	0	0	0	0	0	3	0	0
American Pickers 2010	2010	They Boldly Go	2	22	0	0	0	0	0	1	3	4	0	1
American Pickers 2010	2010	Too Hot to Handle	2	18	1	0	0	0	1	1	3	1	0	0
American Pickers 2010	2010	Trading Up	2	19	1	0	1	0	0	2	2	1	0	0
American Pickers 2010	2010	Urban Cowboys	3	9	1	0	0	0	1	3	0	0	1	1
American Pickers 2010	2010	What_s in the Box	2	16	1	0	0	0	0	1	3	1	0	0
American Pickers 2010	2010	White Castle on the Farm	1	3	0	0	2	0	0	2	2	5	2	0
American Restoration 2010	2010	Apples and X_rays	1	11	0	0	0	0	0	3	0	0	0	0
American Restoration 2010	2010	Buck Wild	3	5	1	0	0	0	0	1	0	1	1	0
American Restoration 2010	2010	Bumper Balls	3	7	1	0	0	0	1	1	0	1	0	0
American Restoration 2010	2010	Buttered Up	1	4	1	0	0	0	0	0	2	3	0	1
American Restoration 2010	2010	Cold War Cruisin_	2	24	0	0	0	0	0	0	3	0	0	0
American Restoration 2010	2010	Cooler Kings	2	1	2	0	0	0	0	0	1	2	2	2
American Restoration 2010	2010	Double Trouble	3	3	1	0	0	0	0	1	0	1	1	0
American Restoration 2010	2010	Duck and Cover	1	14	1	0	0	1	0	0	1	2	0	1
American Restoration 2010	2010	Hopalong Rick	1	1	0	0	0	0	0	0	4	5	0	1
American Restoration 2010	2010	Ice Cold	1	2	0	0	0	0	0	0	4	5	0	0
American Restoration 2010	2010	Jackpot	2	6	1	0	0	0	1	1	1	1	0	0
American Restoration 2010	2010	Keep on Trucking	2	29	0	0	0	0	0	0	2	0	0	0
American Restoration 2010	2010	Knockout	1	10	0	0	0	0	0	0	2	2	0	0
American Restoration 2010	2010	Lights Out	1	3	1	0	0	0	0	0	4	2	0	0
American Restoration 2010	2010	Pain in the Gas	3	1	1	0	0	0	0	1	1	1	1	0
American Restoration 2010	2010	Pumped Up	2	4	0	0	0	0	0	0	2	2	0	0
American Restoration 2010	2010	Ridin_ Route 66	3	2	1	0	0	0	0	1	0	1	1	0
American Restoration 2010	2010	Slick Pick	3	4	0	0	0	0	0	2	0	0	0	0
American Restoration 2010	2010	Space Kowboy	2	5	1	0	0	0	0	0	1	1	0	1
American Restoration 2010	2010	Suck Up	1	13	0	0	0	0	0	0	3	2	0	0
American Restoration 2010	2010	The Big Move	3	6	1	0	0	0	0	0	1	1	3	0
American Restoration 2010	2010	The Pick_ the Pawn _ the Polish	2	14	1	0	0	0	0	0	1	3	1	1
American Restoration 2010	2010	Top Dog	3	10	0	0	0	0	2	0	0	0	0	0
American Restoration 2010	2010	Tyler_s Promotion	3	13	1	0	0	0	1	0	0	2	0	0
An Idiot Abroad 2010	2010	A Commentary	3	4	3	0	0	1	1	1	3	3	1	11
An Idiot Abroad 2010	2010	Brazil	1	6	5	5	0	5	5	5	17	40	17	17
An Idiot Abroad 2010	2010	China	1	1	8	8	0	8	8	8	25	59	25	42
An Idiot Abroad 2010	2010	Climb Mount Fuji	2	7	4	0	0	4	4	12	20	20	12	12
An Idiot Abroad 2010	2010	Desert Island	2	1	6	6	6	6	6	18	31	18	18	18
An Idiot Abroad 2010	2010	Egypt	1	5	5	5	5	5	5	5	26	37	16	16
An Idiot Abroad 2010	2010	India	1	2	6	6	0	6	6	6	34	47	20	20
An Idiot Abroad 2010	2010	Jordan	1	3	6	0	6	6	6	6	32	45	6	19
An Idiot Abroad 2010	2010	Karl Comes Home	1	8	4	0	4	4	4	4	22	30	13	22
An Idiot Abroad 2010	2010	Karl Comes Home	2	8	4	0	0	4	4	4	12	28	12	20
An Idiot Abroad 2010	2010	Meet a Gorilla	2	5	4	0	0	4	4	4	13	32	13	13
An Idiot Abroad 2010	2010	Mexico	1	4	6	0	0	6	0	6	18	44	18	31
An Idiot Abroad 2010	2010	Peru	1	7	5	0	5	5	5	5	28	28	17	17
An Idiot Abroad 2010	2010	Route 66	2	6	4	0	0	4	4	4	12	30	12	30
An Idiot Abroad 2010	2010	Swim with Dolphins	2	3	4	0	4	4	4	13	13	32	13	13
An Idiot Abroad 2010	2010	The Preview Show	1	0	3	0	3	3	0	3	11	19	3	26
An Idiot Abroad 2010	2010	The Short Way Around_ China	3	3	3	3	3	3	3	3	10	17	3	17
An Idiot Abroad 2010	2010	The Short Way Around_ India	3	2	4	0	0	4	4	4	12	21	4	21
An Idiot Abroad 2010	2010	The Short Way Around_ Venice	3	1	4	0	4	0	4	13	13	22	4	22
An Idiot Abroad 2010	2010	Trans_Siberian Express	2	2	5	0	5	5	5	5	26	37	15	15
An Idiot Abroad 2010	2010	Whale Watching	2	4	4	4	0	4	4	13	23	23	13	13
Ancient Worlds 2010	2010	Come Together	1	1	0	0	0	0	0	0	3	1	0	0
Ancient X_Files 2010	2010	Secrets of the Dark Arts _ the Ark	1	3	0	0	0	2	1	2	2	0	0	0
Ancient X_Files 2010	2010	The Blood of Christ _ the Phaistos Disc	1	2	0	0	0	1	1	1	3	0	0	0
Angel Beats_ 2010	2010	Alive	1	7	0	0	0	0	0	0	2	0	3	3
Angel Beats_ 2010	2010	Change the World	1	11	0	0	0	1	0	1	1	1	1	1
Angel Beats_ 2010	2010	Dancer in the Dark	1	8	0	0	0	0	2	0	2	2	2	2
Angel Beats_ 2010	2010	Day Game	1	4	0	0	0	0	0	2	0	4	2	2
Angel Beats_ 2010	2010	Departure	1	1	0	0	0	1	3	1	3	3	3	8
Angel Beats_ 2010	2010	Family Affair	1	6	0	0	0	0	0	0	2	2	3	3
Angel Beats_ 2010	2010	Favorite Flavor	1	5	0	0	0	0	0	0	3	0	4	1
Angel Beats_ 2010	2010	Goodbye Days	1	10	0	0	0	0	2	0	3	0	0	6
Angel Beats_ 2010	2010	Graduation	1	13	2	0	0	0	0	2	2	2	0	6
Angel Beats_ 2010	2010	Guild	1	2	0	0	0	0	0	0	2	0	3	4
Angel Beats_ 2010	2010	In Your Memory	1	9	0	0	0	0	0	4	1	0	1	3
Angel Beats_ 2010	2010	Knockin_ on Heaven_s Door	1	12	0	0	0	0	2	0	2	2	1	2
Angel Beats_ 2010	2010	My Song	1	3	0	0	0	0	0	0	1	4	4	1
Angel Beats_ 2010	2010	Stairway to Heaven	1	14	0	0	0	0	2	0	5	0	0	5
Any Human Heart 2010	2010	Unnamed	1	1	0	1	0	0	1	4	4	10	1	4
Any Human Heart 2010	2010	Unnamed	1	2	0	1	0	0	1	1	6	11	3	3
Any Human Heart 2010	2010	Unnamed	1	3	1	0	0	0	1	3	3	7	3	1
Any Human Heart 2010	2010	Unnamed	1	4	1	0	0	0	1	3	3	7	3	3
Are We There Yet_ 2010	2010	The Get Together Episode	1	10	0	0	0	0	0	0	0	0	0	5
Are We There Yet_ 2010	2010	The Hyphenated Name Episode	1	1	0	1	0	0	1	0	0	1	0	3
Are We There Yet_ 2010	2010	The Mr_ Himdependent Episode	2	1	0	0	0	0	0	0	0	0	0	3
Arn 2010	2010	Unnamed	1	1	0	0	0	0	0	1	3	1	1	0
Arn 2010	2010	Unnamed	1	2	0	0	0	0	0	2	0	3	0	0
Arn 2010	2010	Unnamed	1	3	0	0	0	0	0	0	2	3	0	0
Arn 2010	2010	Unnamed	1	4	0	0	0	0	0	1	1	1	0	0
Arn 2010	2010	Unnamed	1	5	0	0	0	0	0	0	0	1	1	1
Ask Rhod Gilbert 2010	2010	Unnamed	1	5	0	0	0	0	0	0	0	0	0	3
Atlantis Rising_ The Making of _Atlantis Down_ 2010	2010	All in the Family	1	3	9	0	0	0	0	0	9	45	45	81
Atlantis Rising_ The Making of _Atlantis Down_ 2010	2010	Blast Off_	1	6	8	0	0	0	0	0	8	43	43	78
Atlantis Rising_ The Making of _Atlantis Down_ 2010	2010	Dollars and Sense	1	2	9	0	0	0	0	0	9	45	45	81
Atlantis Rising_ The Making of _Atlantis Down_ 2010	2010	Let_s Get This Party Started	1	5	8	0	0	0	0	0	8	41	58	75
Atlantis Rising_ The Making of _Atlantis Down_ 2010	2010	Making the Impossible Possible	1	1	8	0	0	0	0	0	8	40	40	72
Atlantis Rising_ The Making of _Atlantis Down_ 2010	2010	The View	1	8	8	0	0	0	0	0	8	43	43	77
Atlantis Rising_ The Making of _Atlantis Down_ 2010	2010	To Whom It May Concern	1	4	8	0	0	0	0	0	8	41	57	73
Atlantis Rising_ The Making of _Atlantis Down_ 2010	2010	Touch Down_ Atlantis_	1	7	8	0	0	0	0	0	8	43	43	77
Auction Hunters 2010	2010	Animal Instincts	2	9	0	0	0	0	0	4	0	0	0	0
Auction Hunters 2010	2010	Auction Hunters_ Live	3	0	0	0	0	0	0	0	0	2	0	0
Auction Hunters 2010	2010	Beantown Bidders	2	13	0	0	0	0	0	2	1	1	0	0
Auction Hunters 2010	2010	Behind the Hunt	1	9	0	0	0	0	0	2	0	1	0	1
Auction Hunters 2010	2010	Dallas Mavericks	2	15	0	0	0	0	0	1	1	0	0	1
Auction Hunters 2010	2010	Diesel Digs	2	14	0	0	0	0	1	1	1	1	0	0
Auction Hunters 2010	2010	Disco and Dice	2	4	0	0	0	0	1	1	1	0	1	0
Auction Hunters 2010	2010	Everything_s Bigger in Texas	2	10	0	0	0	0	1	1	0	1	0	1
Auction Hunters 2010	2010	Fire in the Hole_	2	8	0	0	0	0	1	3	1	1	0	0
Auction Hunters 2010	2010	Gangster Whiskey	1	7	0	0	0	0	0	4	1	1	0	0
Auction Hunters 2010	2010	Half Pipe Dreams	2	17	0	0	0	1	0	1	1	1	0	0
Auction Hunters 2010	2010	Home on the Gun Range	1	8	0	0	0	0	0	4	1	1	0	0
Auction Hunters 2010	2010	Labor of Love	2	5	0	0	0	1	0	1	1	0	1	0
Auction Hunters 2010	2010	Miami Heat	2	1	0	0	0	0	0	1	0	1	3	4
Auction Hunters 2010	2010	Quadzilla Attacks	2	2	0	0	0	1	1	1	1	1	0	0
Auction Hunters 2010	2010	Rodeo Ton	2	19	0	0	0	1	0	1	1	1	0	0
Auction Hunters 2010	2010	Sink or Swim	2	3	0	0	0	0	1	1	1	1	0	1
Auction Hunters 2010	2010	Strat_ed for Cash	1	4	0	0	0	0	0	1	3	3	0	1
Auction Hunters 2010	2010	The Big Score	1	2	0	0	0	0	0	4	4	0	0	1
Auction Hunters 2010	2010	The Chi_Town Showdown	2	7	0	0	0	0	2	2	2	1	0	0
Auction Hunters 2010	2010	The Chicago Grand Slam	2	6	0	0	0	0	1	2	2	1	0	0
Auction Hunters 2010	2010	The Real Thing	1	5	0	0	0	0	0	1	1	4	0	1
Auction Hunters 2010	2010	The Smoking Ton	2	11	0	0	0	1	1	1	1	1	0	0
Auction Hunters 2010	2010	The Wild West	1	1	0	0	0	0	0	4	4	0	2	4
Auction Hunters 2010	2010	Ton_s Got a Gun	1	3	0	0	0	0	0	2	2	2	0	1
Auction Hunters 2010	2010	Top Gun Ton	2	12	0	0	0	0	1	1	1	1	0	1
Auction Hunters 2010	2010	Viva Las Vegas	2	18	0	0	0	0	1	1	1	0	1	0
Auction Hunters 2010	2010	Weapons of Past Destruction	1	6	0	0	0	0	1	1	1	1	0	1
Auction Kings 2010	2010	Dinosaur Tooth_Victorian Furniture	1	6	0	0	0	0	0	2	2	0	0	0
Auction Kings 2010	2010	Hand Cannon_Faberge Pencil	1	10	0	0	0	0	0	0	2	2	0	0
Auction Kings 2010	2010	Happy Days Pinball_Wall of Shame	1	17	0	0	0	0	1	1	1	1	0	0
Auction Kings 2010	2010	Hot_Air Balloon_Woolly Mammoth Tusk	1	11	0	0	0	0	1	1	2	0	0	0
Auction Kings 2010	2010	Iwo Jima Sword_Cathouse Chairs	1	5	0	0	0	0	0	2	2	0	0	0
Auction Kings 2010	2010	Johnny Cash Guitar_Speed Rug	1	13	0	0	0	0	1	1	1	1	0	0
Auction Kings 2010	2010	Ladies Muff Pistols_John Hancock_s Book	1	3	0	0	0	0	0	0	4	0	0	0
Auction Kings 2010	2010	Lindbergh Scrapbook_Antique Toys	1	14	0	0	0	0	0	2	1	0	1	0
Auction Kings 2010	2010	Love Meter_Knights of Templar Sword	1	2	0	0	1	0	0	2	4	0	0	0
Auction Kings 2010	2010	Napoleon Mirror_WWI Boy Scout Poster	1	15	0	0	0	0	1	1	1	0	1	0
Auction Kings 2010	2010	Ouija Board_Richard Petty Jeep	1	19	0	0	0	1	0	1	2	0	0	0
Auction Kings 2010	2010	Pink Cadillac_Baseball Memorabilia	1	7	0	0	0	0	1	0	2	1	0	0
Auction Kings 2010	2010	Rolling Stones_ Snooker Table_Aliens	1	4	0	0	0	0	0	0	4	0	0	0
Auction Kings 2010	2010	Samurai Sword_Steamer Trunk	1	12	0	0	0	0	1	0	2	0	1	0
Auction Kings 2010	2010	Spy Watch_Model A	1	8	0	0	0	0	0	1	3	0	0	0
Auction Kings 2010	2010	Triumph Chopper_Ruby Necklace	1	9	0	0	0	0	0	2	2	0	0	0
Auction Kings 2010	2010	Vampire Hunting Kit_Meteorite	1	1	0	0	1	0	1	1	1	1	1	0
Aufschneider 2010	2010	Teil 1	1	1	0	0	2	2	0	2	6	14	6	6
Aufschneider 2010	2010	Teil 2	1	2	0	1	1	0	0	4	4	14	4	4
BBC Proms 2010	2010	Prom 10_ Doctor Who at the Proms	1	24	1	0	0	1	1	0	0	1	1	23
BBC Proms 2010	2010	Prom 19_ Sondheim at 80	1	8	0	0	0	1	1	0	1	0	1	4
Bachelor Pad 2010	2010	Unnamed	2	1	0	0	0	1	0	0	1	1	0	4
Bachelor Pad 2010	2010	Unnamed	3	1	1	0	0	0	0	0	1	0	1	3
Bad Universe 2010	2010	Alien Attack_	1	2	0	1	0	1	0	0	1	1	1	1
Bad Universe 2010	2010	Asteroid Apocalypse	1	1	0	0	0	0	0	1	1	1	4	0
Baka to tesuto to shoukanjuu 2010	2010	Baka to tesuto to shoukanjuu	1	13	2	0	0	0	0	0	0	1	1	2
Bar Karma 2010	2010	A Guy Walks Into a Bar	1	1	0	0	0	0	0	0	2	2	0	0
Bar Karma 2010	2010	Double Blind	1	4	0	0	0	0	0	1	1	2	0	0
Bar Karma 2010	2010	Once Upon a Timeline	1	2	1	0	0	0	0	1	1	1	1	1
Bar Karma 2010	2010	Three Times a Lady	1	9	1	0	0	0	0	0	1	1	0	1
Basketball Wives 2010	2010	Unnamed	1	1	1	0	0	0	1	0	0	0	1	0
Bellicher 2010	2010	Unnamed	1	1	0	0	0	0	0	0	3	0	2	0
Ben 10_ Ultimate Alien 2010	2010	A Knight to Remember	2	22	0	0	0	0	0	0	0	0	0	3
Ben 10_ Ultimate Alien 2010	2010	Absolute Power_ Part One	1	19	2	0	0	0	1	0	1	0	0	5
Ben 10_ Ultimate Alien 2010	2010	Absolute Power_ Part Two	1	20	2	0	0	0	0	1	1	0	0	4
Ben 10_ Ultimate Alien 2010	2010	Andreas_ Fault	1	7	0	0	0	1	0	0	1	0	1	1
Ben 10_ Ultimate Alien 2010	2010	Ben 10_000 Returns	2	10	0	0	0	0	0	0	0	0	0	9
Ben 10_ Ultimate Alien 2010	2010	Computer Games	1	4	1	0	0	0	1	1	1	0	1	1
Ben 10_ Ultimate Alien 2010	2010	Deep	1	13	0	0	0	0	0	1	3	0	1	1
Ben 10_ Ultimate Alien 2010	2010	Duped	1	2	0	0	0	0	0	2	3	0	0	7
Ben 10_ Ultimate Alien 2010	2010	Escape from Aggregor	1	5	0	0	0	0	0	0	0	0	0	3
Ben 10_ Ultimate Alien 2010	2010	Fame	1	1	0	0	0	0	0	3	3	0	2	3
Ben 10_ Ultimate Alien 2010	2010	Fused	1	8	0	0	0	0	0	0	2	0	0	2
Ben 10_ Ultimate Alien 2010	2010	Hit _Em Where They Live	1	3	0	0	0	1	0	0	1	1	0	3
Ben 10_ Ultimate Alien 2010	2010	Inspector 13	2	24	1	0	0	0	0	0	1	1	0	3
Ben 10_ Ultimate Alien 2010	2010	It_s Not Easy Being Gwen	2	9	1	0	0	0	0	0	1	0	0	5
Ben 10_ Ultimate Alien 2010	2010	Moonstruck	2	11	1	0	0	0	0	0	1	0	0	4
Ben 10_ Ultimate Alien 2010	2010	Night of the Living Nightmares	2	29	2	0	0	0	0	0	1	0	0	5
Ben 10_ Ultimate Alien 2010	2010	Nor Iron Bars a Cage	1	17	0	0	0	0	0	0	0	0	0	2
Ben 10_ Ultimate Alien 2010	2010	Perplexahedron	1	15	0	0	0	0	1	1	1	1	0	1
Ben 10_ Ultimate Alien 2010	2010	Prisoner 775 Is Missing	2	12	1	0	0	0	0	1	1	0	0	3
Ben 10_ Ultimate Alien 2010	2010	Reflected Glory	1	12	0	0	0	0	0	0	2	0	0	2
Ben 10_ Ultimate Alien 2010	2010	Solitary Alignment	2	23	0	0	0	0	0	0	0	2	0	2
Ben 10_ Ultimate Alien 2010	2010	The Beginning of the End	2	30	2	0	0	0	0	0	1	0	0	4
Ben 10_ Ultimate Alien 2010	2010	The Big Story	2	4	0	0	0	0	0	0	0	2	0	0
Ben 10_ Ultimate Alien 2010	2010	The Egg Man Cometh	2	28	1	0	0	0	0	0	1	0	0	4
Ben 10_ Ultimate Alien 2010	2010	The Enemy of My Enemy	1	18	0	0	0	0	1	0	1	1	0	1
Ben 10_ Ultimate Alien 2010	2010	The Flame Keeper_s Circle	2	16	0	0	0	0	1	0	1	0	1	1
Ben 10_ Ultimate Alien 2010	2010	The Forge of Creation	1	16	1	0	0	0	0	1	1	1	1	4
Ben 10_ Ultimate Alien 2010	2010	The Transmogrification of Eunice	2	1	1	0	0	0	0	0	1	1	0	3
Ben 10_ Ultimate Alien 2010	2010	The Ultimate Enemy_ Part 1	2	31	2	0	0	0	0	0	1	0	0	6
Ben 10_ Ultimate Alien 2010	2010	The Ultimate Enemy_ Part 2	2	32	4	0	0	0	0	0	0	0	2	7
Ben 10_ Ultimate Alien 2010	2010	The Widening Gyre	2	20	8	0	0	0	0	0	0	0	0	10
Ben 10_ Ultimate Alien 2010	2010	Ultimate Sacrifice	2	19	1	0	0	0	0	1	1	1	0	1
Ben 10_ Ultimate Alien 2010	2010	Where the Magic Happens	1	14	0	0	0	0	0	2	2	1	0	2
Ben Hur 2010	2010	Unnamed	1	1	28	28	28	28	28	84	84	84	28	141
Ben Hur 2010	2010	Unnamed	1	2	2	2	0	2	8	2	8	2	2	13
Ben and Eric 2010	2010	George Lucas Raped Our Childhood	1	5	1	0	1	0	0	0	0	1	0	4
Bernhard_ Schavuit van Oranje 2010	2010	De crisis	1	3	0	0	0	0	0	0	4	4	3	0
Bernhard_ Schavuit van Oranje 2010	2010	De held	1	2	0	0	0	0	0	0	5	5	3	0
Bernhard_ Schavuit van Oranje 2010	2010	De prins	1	1	0	0	0	0	0	0	6	4	3	0
Bernhard_ Schavuit van Oranje 2010	2010	De val	1	4	0	0	0	0	0	0	3	2	6	2
Better with You 2010	2010	Better Without a Couch	1	16	0	0	0	2	2	6	10	2	2	10
Better with You 2010	2010	Better Without a Job	1	17	0	1	0	1	3	3	6	1	3	6
Better with You 2010	2010	Better with Ben	1	3	0	0	0	2	0	10	6	6	2	10
Better with You 2010	2010	Better with Christmas Crap	1	10	0	0	0	1	1	8	8	5	5	5
Better with You 2010	2010	Better with Crying	1	20	0	0	0	1	4	1	11	1	1	8
Better with You 2010	2010	Better with Dancing	1	19	0	0	0	1	1	5	5	5	5	12
Better with You 2010	2010	Better with Fighting	1	4	0	0	0	1	1	4	7	7	1	7
Better with You 2010	2010	Better with Firehouse	1	2	0	0	2	6	2	6	11	6	2	6
Better with You 2010	2010	Better with Flirting	1	8	0	0	0	1	1	6	6	6	1	6
Better with You 2010	2010	Better with Halloween	1	6	0	0	0	5	1	5	8	5	1	8
Better with You 2010	2010	Better with Little Buddy	1	5	1	0	0	1	4	1	4	8	4	4
Better with You 2010	2010	Better with Lying	1	18	0	0	0	1	1	1	10	4	1	7
Better with You 2010	2010	Better with Road Joel	1	7	0	0	0	1	0	4	10	4	1	7
Better with You 2010	2010	Better with Skinny Jeans	1	11	0	0	0	1	1	1	11	3	3	6
Better with You 2010	2010	Better with Thanksgiving	1	9	1	0	0	1	0	5	8	5	5	8
Better with You 2010	2010	Better with Valentine_s Day	1	13	0	0	0	1	1	4	10	4	1	7
Better with You 2010	2010	Better with a Bargain	1	21	0	0	0	1	4	1	8	4	1	8
Better with You 2010	2010	Better with a Cat	1	12	0	0	0	1	1	1	11	4	1	11
Better with You 2010	2010	Better with a Leather Jacket	1	14	1	0	0	1	0	4	10	4	4	7
Better with You 2010	2010	Better with a Shamrock	1	15	0	0	0	1	1	4	7	4	1	7
Better with You 2010	2010	Better with the Baby	1	22	0	0	0	1	1	4	4	1	4	11
Better with You 2010	2010	Pilot	1	1	0	0	2	8	8	8	8	8	2	8
Big Lake 2010	2010	Josh Comes Home	1	1	1	0	0	2	2	2	0	2	0	0
Big Lake 2010	2010	Lee Harvey Osworld	1	2	0	1	1	1	0	3	0	1	0	0
Bitchin_ Kitchen 2010	2010	Mad Men	3	9	1	0	0	0	0	0	1	1	1	2
Bite Me 2010	2010	Breakout	2	9	1	0	0	1	0	0	0	1	1	2
Bite Me 2010	2010	Capture	2	8	0	0	1	1	0	0	0	1	0	4
Bite Me 2010	2010	Continue_	2	1	1	0	0	0	0	0	1	0	1	4
Bite Me 2010	2010	Craigslist Guy	1	3	1	0	0	0	1	1	1	1	1	3
Bite Me 2010	2010	Dead Guy Rising	1	2	1	0	0	0	0	0	2	1	1	3
Bite Me 2010	2010	Night Vision	1	4	1	0	0	1	0	0	1	1	0	2
Bite Me 2010	2010	Outbreak	1	1	1	0	0	0	1	1	2	0	0	3
Bite Me 2010	2010	Point of Entry	2	3	0	0	0	0	0	0	0	2	0	2
Bite Me 2010	2010	Resistance	2	6	0	0	0	0	0	0	0	1	1	2
Bite Me 2010	2010	Shot Gun	2	2	1	0	0	0	0	0	1	1	1	3
Bite Me 2010	2010	The Night Makes a Stain	1	5	0	0	0	1	0	0	1	1	1	3
Bite Me 2010	2010	The War	2	10	0	0	0	1	0	0	0	1	1	4
Bite Me 2010	2010	Viral	2	4	0	0	0	0	0	0	0	2	0	2
Black Lagoon_ Roberta_s Blood Trail 2010	2010	Collateral Massacre	1	1	0	0	1	0	0	1	2	0	0	0
BlackBoxTV 2010	2010	Do Over	1	1	0	0	1	0	0	1	1	0	0	1
BlackBoxTV 2010	2010	More Then You Can Chew	2	8	0	0	0	1	0	0	1	3	1	1
BlackBoxTV 2010	2010	PROXY_ A Slender Man Story	3	13	0	0	0	0	5	5	8	5	5	8
BlackBoxTV 2010	2010	Silverwood_ Left Behind	3	3	0	1	0	0	1	0	0	0	0	2
BlackBoxTV 2010	2010	Slender Man	2	12	1	0	0	0	0	1	0	0	1	1
BlackBoxTV 2010	2010	This Is for You Baby_	1	5	0	0	0	0	0	0	0	0	0	10
Bloedverwanten 2010	2010	Afscheid nemen bestaat niet	1	2	0	0	0	0	0	0	2	2	0	0
Bloedverwanten 2010	2010	Begin van het einde	1	3	0	0	0	0	0	0	3	1	0	0
Bloedverwanten 2010	2010	De kennismaking	1	4	0	0	0	0	0	1	2	1	0	0
Bloedverwanten 2010	2010	De operatie	1	7	0	0	0	0	0	0	4	0	0	0
Bloedverwanten 2010	2010	De opvolger	1	10	0	0	0	0	0	0	1	1	1	0
Bloedverwanten 2010	2010	Een nieuwe aandeelhouder	1	5	0	0	0	0	0	0	3	1	0	0
Bloedverwanten 2010	2010	Familiegeheimen	1	1	0	0	0	0	0	0	2	3	0	0
Bloedverwanten 2010	2010	Het paard van Troje	1	8	0	0	0	0	0	1	1	2	0	0
Bloedverwanten 2010	2010	Schuldbekentenis	1	9	0	0	0	0	0	0	2	2	0	0
Bloedverwanten 2010	2010	Vertrouwen	1	11	0	0	0	0	0	1	1	2	0	0
Bloedverwanten 2010	2010	Zware tijden	1	6	0	0	0	0	0	0	0	3	0	0
Bloodletting _ Miraculous Cures 2010	2010	How to Get Ahead in Medical School	1	1	0	0	0	0	1	1	0	1	0	3
